timestamp,day,hour,HR,HR_zscore,HRV,HRV_zscore,SKT,SKT_zscore,EDA,EDA_zscore,SPO2,SPO2_zscore,SMF,SMF_zscore,CRS,CRS_zscore,correlation_norm,health_deviation,label,label_name
2026-01-01 00:17:00,1,0.2833333333333333,72.2337,0.104,53.8773,0.5208,34.6529,-0.5847,3.2965,0.2465,97.6379,0.3842,0.0758,-1.1295,0.8842,0.1047,0.3083,0.5117,0,normal
2026-01-01 00:18:00,1,0.3,72.2479,0.1101,53.8991,0.5265,34.6543,-0.579,3.2989,0.2527,97.6385,0.39,0.0759,-1.1256,0.8844,0.1108,0.308,0.5114,0,normal
2026-01-01 00:19:00,1,0.31666666666666665,72.2624,0.1162,53.9192,0.5321,34.6557,-0.5734,3.3014,0.2588,97.639,0.3958,0.076,-1.1217,0.8847,0.117,0.3074,0.5101,0,normal
2026-01-01 00:20:00,1,0.3333333333333333,72.2763,0.1223,53.9384,0.5379,34.6571,-0.5677,3.304,0.2649,97.6396,0.4017,0.0761,-1.1178,0.8849,0.1231,0.3055,0.5065,0,normal
2026-01-01 00:21:00,1,0.35,72.2906,0.1283,53.9575,0.5436,34.6584,-0.562,3.3066,0.2709,97.6402,0.4075,0.0761,-1.1138,0.8852,0.1292,0.2976,0.506,0,normal
2026-01-01 00:22:00,1,0.36666666666666664,72.3068,0.1343,53.9762,0.5493,34.6598,-0.5564,3.3091,0.2769,97.6409,0.4133,0.0762,-1.1098,0.8854,0.1353,0.2611,0.5062,0,normal
2026-01-01 00:23:00,1,0.38333333333333336,72.3233,0.1403,53.9949,0.555,34.6612,-0.5507,3.3117,0.2829,97.6416,0.4191,0.0763,-1.1058,0.8857,0.1415,0.3086,0.5066,0,normal
2026-01-01 00:24:00,1,0.4,72.339,0.1464,54.0141,0.5606,34.6627,-0.5449,3.3144,0.2888,97.6423,0.425,0.0764,-1.1018,0.8859,0.1477,0.3086,0.5081,0,normal
2026-01-01 00:25:00,1,0.4166666666666667,72.3543,0.1525,54.0342,0.5661,34.6641,-0.5392,3.3171,0.2949,97.643,0.4309,0.0765,-1.0978,0.8862,0.1539,0.3086,0.5119,0,normal
2026-01-01 00:26:00,1,0.43333333333333335,72.3697,0.1586,54.0552,0.5716,34.6655,-0.5335,3.3197,0.3009,97.6436,0.4369,0.0765,-1.0939,0.8865,0.1601,0.3086,0.5126,0,normal
2026-01-01 00:27:00,1,0.45,72.3855,0.1647,54.0756,0.5771,34.6669,-0.5278,3.3221,0.3069,97.6442,0.4428,0.0766,-1.0899,0.8868,0.1663,0.3086,0.5126,0,normal
2026-01-01 00:28:00,1,0.4666666666666667,72.401,0.1709,54.0955,0.5826,34.6683,-0.522,3.3244,0.3129,97.6449,0.4489,0.0767,-1.0859,0.8871,0.1725,0.3086,0.5127,0,normal
2026-01-01 00:29:00,1,0.48333333333333334,72.4156,0.177,54.1144,0.5882,34.6697,-0.5163,3.3267,0.3189,97.6455,0.4549,0.0768,-1.0818,0.8873,0.1787,0.3086,0.5128,0,normal
2026-01-01 00:30:00,1,0.5,72.4301,0.1831,54.1324,0.5938,34.6712,-0.5105,3.3293,0.3249,97.6461,0.4609,0.0769,-1.0778,0.8876,0.1848,0.3086,0.5128,0,normal
2026-01-01 00:31:00,1,0.5166666666666667,72.4452,0.1892,54.1511,0.5993,34.6727,-0.5048,3.332,0.331,97.6468,0.4669,0.077,-1.0737,0.8879,0.191,0.3086,0.5128,0,normal
2026-01-01 00:32:00,1,0.5333333333333333,72.4604,0.1951,54.1705,0.6048,34.6741,-0.499,3.3348,0.337,97.6474,0.4728,0.0771,-1.0695,0.8881,0.1971,0.3086,0.5129,0,normal
2026-01-01 00:33:00,1,0.55,72.4755,0.201,54.1908,0.6103,34.6756,-0.4932,3.3374,0.3431,97.6479,0.4788,0.0772,-1.0654,0.8884,0.2032,0.3086,0.5129,0,normal
2026-01-01 00:34:00,1,0.5666666666666667,72.4901,0.2069,54.2122,0.6157,34.677,-0.4875,3.3398,0.3492,97.6485,0.4847,0.0772,-1.0613,0.8886,0.2093,0.3086,0.5129,0,normal
2026-01-01 00:35:00,1,0.5833333333333334,72.5047,0.2128,54.2331,0.621,34.6784,-0.4817,3.3422,0.3553,97.6492,0.4906,0.0773,-1.0572,0.8889,0.2153,0.3086,0.5129,0,normal
2026-01-01 00:36:00,1,0.6,72.5192,0.2187,54.2522,0.6264,34.6798,-0.4758,3.3447,0.3614,97.6498,0.4964,0.0774,-1.0531,0.8891,0.2213,0.3086,0.5129,0,normal
2026-01-01 00:37:00,1,0.6166666666666667,72.5331,0.2247,54.2708,0.6319,34.6811,-0.47,3.3474,0.3675,97.6505,0.5022,0.0775,-1.049,0.8893,0.2273,0.3086,0.5129,0,normal
2026-01-01 00:38:00,1,0.6333333333333333,72.5463,0.2308,54.2889,0.6374,34.6825,-0.4641,3.3502,0.3736,97.6511,0.508,0.0776,-1.0448,0.8896,0.2333,0.3086,0.5129,0,normal
2026-01-01 00:39:00,1,0.65,72.5591,0.2369,54.3063,0.643,34.684,-0.4582,3.353,0.3796,97.6518,0.5138,0.0777,-1.0406,0.8898,0.2393,0.3086,0.5129,0,normal
2026-01-01 00:40:00,1,0.6666666666666666,72.5727,0.243,54.3239,0.6485,34.6855,-0.4522,3.3557,0.3856,97.6524,0.5196,0.0778,-1.0363,0.8901,0.2452,0.3086,0.5129,0,normal
2026-01-01 00:41:00,1,0.6833333333333333,72.5881,0.2492,54.3416,0.654,34.687,-0.4463,3.3584,0.3915,97.653,0.5254,0.0779,-1.0321,0.8904,0.2512,0.3086,0.5129,0,normal
2026-01-01 00:42:00,1,0.7,72.6046,0.2553,54.3602,0.6595,34.6885,-0.4404,3.361,0.3975,97.6536,0.5312,0.0779,-1.028,0.8906,0.2572,0.3086,0.5129,0,normal
2026-01-01 00:43:00,1,0.7166666666666667,72.6218,0.2614,54.3816,0.6649,34.6899,-0.4345,3.3634,0.4035,97.6541,0.5369,0.078,-1.0239,0.8909,0.2632,0.3086,0.5129,0,normal
2026-01-01 00:44:00,1,0.7333333333333333,72.6392,0.2675,54.4047,0.6703,34.6915,-0.4285,3.3658,0.4095,97.6547,0.5426,0.0781,-1.0198,0.8912,0.2692,0.3086,0.5129,0,normal
2026-01-01 00:45:00,1,0.75,72.6559,0.2736,54.4266,0.6757,34.6931,-0.4226,3.3681,0.4155,97.6554,0.5482,0.0782,-1.0158,0.8914,0.2753,0.3086,0.5129,0,normal
2026-01-01 00:46:00,1,0.7666666666666667,72.6717,0.2797,54.4468,0.6812,34.6946,-0.4166,3.3703,0.4214,97.656,0.5539,0.0783,-1.0117,0.8917,0.2814,0.3086,0.5129,0,normal
2026-01-01 00:47:00,1,0.7833333333333333,72.6873,0.2859,54.4651,0.6866,34.6961,-0.4107,3.3726,0.4273,97.6566,0.5596,0.0784,-1.0076,0.8919,0.2876,0.3086,0.5129,0,normal
2026-01-01 00:48:00,1,0.8,72.7032,0.292,54.4824,0.6921,34.6975,-0.4048,3.3751,0.4332,97.6572,0.5653,0.0785,-1.0034,0.8922,0.2937,0.3086,0.5129,0,normal
2026-01-01 00:49:00,1,0.8166666666666667,72.7183,0.2982,54.5005,0.6976,34.699,-0.3989,3.3778,0.439,97.6577,0.5709,0.0786,-0.9992,0.8924,0.2998,0.3086,0.5129,0,normal
2026-01-01 00:50:00,1,0.8333333333333334,72.732,0.3043,54.5201,0.7031,34.7004,-0.3931,3.3804,0.4448,97.6583,0.5766,0.0786,-0.995,0.8927,0.3059,0.3086,0.5128,0,normal
2026-01-01 00:51:00,1,0.85,72.745,0.3104,54.5399,0.7087,34.7018,-0.3872,3.3831,0.4506,97.6589,0.5822,0.0787,-0.9908,0.8929,0.3119,0.3086,0.5128,0,normal
2026-01-01 00:52:00,1,0.8666666666666667,72.7584,0.3164,54.5588,0.7142,34.7032,-0.3813,3.3856,0.4564,97.6595,0.5879,0.0788,-0.9866,0.8932,0.318,0.3086,0.5128,0,normal
2026-01-01 00:53:00,1,0.8833333333333333,72.7726,0.3224,54.5769,0.7196,34.7046,-0.3755,3.388,0.4622,97.6601,0.5936,0.0789,-0.9825,0.8935,0.324,0.3086,0.5128,0,normal
2026-01-01 00:54:00,1,0.9,72.7872,0.3284,54.5952,0.725,34.706,-0.3696,3.3905,0.4681,97.6608,0.5992,0.079,-0.9784,0.8938,0.33,0.3085,0.5127,0,normal
2026-01-01 00:55:00,1,0.9166666666666666,72.8017,0.3344,54.614,0.7303,34.7074,-0.3638,3.393,0.474,97.6614,0.6049,0.0791,-0.9742,0.894,0.3361,0.3085,0.5127,0,normal
2026-01-01 00:56:00,1,0.9333333333333333,72.8163,0.3403,54.6335,0.7356,34.7088,-0.358,3.3955,0.4798,97.662,0.6104,0.0792,-0.9699,0.8943,0.3422,0.3085,0.5126,0,normal
2026-01-01 00:57:00,1,0.95,72.8318,0.3461,54.6542,0.7409,34.7103,-0.3521,3.3979,0.4856,97.6626,0.616,0.0793,-0.9655,0.8945,0.3484,0.3085,0.5125,0,normal
2026-01-01 00:58:00,1,0.9666666666666667,72.8478,0.352,54.6757,0.7462,34.7118,-0.3462,3.4002,0.4914,97.6632,0.6214,0.0794,-0.961,0.8947,0.3545,0.3085,0.5124,0,normal
2026-01-01 00:59:00,1,0.9833333333333333,72.8634,0.3581,54.6964,0.7514,34.7133,-0.3402,3.4027,0.4971,97.6638,0.6269,0.0795,-0.9564,0.895,0.3605,0.3085,0.5123,0,normal
2026-01-01 01:00:00,1,1.0,72.8787,0.3641,54.715,0.7566,34.7147,-0.3343,3.4051,0.5028,97.6644,0.6324,0.0795,-0.9519,0.8952,0.3665,0.3085,0.5121,0,normal
2026-01-01 01:01:00,1,1.0166666666666666,72.8937,0.3702,54.7318,0.7619,34.7162,-0.3283,3.4076,0.5085,97.665,0.6378,0.0796,-0.9473,0.8955,0.3724,0.3085,0.512,0,normal
2026-01-01 01:02:00,1,1.0333333333333334,72.9081,0.3763,54.7481,0.7671,34.7177,-0.3223,3.41,0.5142,97.6655,0.6433,0.0798,-0.9427,0.8958,0.3783,0.3085,0.5118,0,normal
2026-01-01 01:03:00,1,1.05,72.9217,0.3824,54.7646,0.7724,34.7193,-0.3163,3.4124,0.5198,97.666,0.6488,0.0799,-0.9381,0.8961,0.3842,0.3085,0.5117,0,normal
2026-01-01 01:04:00,1,1.0666666666666667,72.936,0.3884,54.7817,0.7776,34.7208,-0.3102,3.4148,0.5255,97.6665,0.6542,0.08,-0.9335,0.8963,0.3901,0.3086,0.5115,0,normal
2026-01-01 01:05:00,1,1.0833333333333333,72.9517,0.3944,54.7992,0.7827,34.7223,-0.3042,3.4171,0.5312,97.667,0.6595,0.0801,-0.9288,0.8966,0.396,0.3086,0.5113,0,normal
2026-01-01 01:06:00,1,1.1,72.9681,0.4004,54.8168,0.7878,34.7238,-0.2981,3.4195,0.5369,97.6676,0.6649,0.0802,-0.924,0.8968,0.4019,0.3086,0.5111,0,normal
2026-01-01 01:07:00,1,1.1166666666666667,72.9841,0.4063,54.8356,0.7927,34.7253,-0.2921,3.4218,0.5426,97.6682,0.6702,0.0803,-0.9192,0.897,0.4079,0.3086,0.5109,0,normal
2026-01-01 01:08:00,1,1.1333333333333333,72.9989,0.4122,54.855,0.7976,34.7268,-0.286,3.4241,0.5483,97.6688,0.6754,0.0804,-0.9144,0.8973,0.4138,0.3086,0.5106,0,normal
2026-01-01 01:09:00,1,1.15,73.013,0.4182,54.8745,0.8025,34.7283,-0.2799,3.4265,0.554,97.6695,0.6807,0.0805,-0.9095,0.8975,0.4197,0.3086,0.5104,0,normal
2026-01-01 01:10:00,1,1.1666666666666667,73.0266,0.4241,54.8933,0.8074,34.7297,-0.2738,3.4291,0.5596,97.6701,0.6859,0.0806,-0.9047,0.8978,0.4255,0.3086,0.5102,0,normal
2026-01-01 01:11:00,1,1.1833333333333333,73.0404,0.4301,54.9107,0.8124,34.7312,-0.2677,3.4316,0.5653,97.6706,0.6912,0.0807,-0.9,0.898,0.4313,0.3086,0.51,0,normal
2026-01-01 01:12:00,1,1.2,73.0544,0.4362,54.9267,0.8174,34.7328,-0.2616,3.4342,0.571,97.6711,0.6965,0.0808,-0.8954,0.8983,0.4371,0.3086,0.5097,0,normal
2026-01-01 01:13:00,1,1.2166666666666666,73.0686,0.4422,54.9419,0.8224,34.7343,-0.2555,3.4366,0.5767,97.6716,0.7019,0.0809,-0.8908,0.8985,0.4429,0.3086,0.5096,0,normal
2026-01-01 01:14:00,1,1.2333333333333334,73.0835,0.4483,54.9578,0.8274,34.7358,-0.2495,3.439,0.5825,97.6722,0.7073,0.081,-0.8862,0.8988,0.4487,0.3086,0.5094,0,normal
2026-01-01 01:15:00,1,1.25,73.0987,0.4543,54.9741,0.8324,34.7372,-0.2434,3.4413,0.5884,97.6728,0.7128,0.0811,-0.8816,0.899,0.4545,0.3086,0.5092,0,normal
2026-01-01 01:16:00,1,1.2666666666666666,73.1139,0.4603,54.9909,0.8373,34.7388,-0.2373,3.4436,0.5941,97.6733,0.7183,0.0812,-0.877,0.8993,0.4603,0.3086,0.509,0,normal
2026-01-01 01:17:00,1,1.2833333333333334,73.1291,0.4663,55.0095,0.8423,34.7403,-0.2312,3.446,0.5998,97.6739,0.7238,0.0813,-0.8724,0.8995,0.4662,0.3086,0.5088,0,normal
2026-01-01 01:18:00,1,1.3,73.1446,0.4722,55.0292,0.8473,34.7419,-0.2251,3.4485,0.6055,97.6744,0.7292,0.0814,-0.8678,0.8998,0.472,0.3086,0.5087,0,normal
2026-01-01 01:19:00,1,1.3166666666666667,73.1602,0.4782,55.0478,0.8523,34.7434,-0.219,3.4511,0.6111,97.675,0.7347,0.0814,-0.8632,0.9,0.4778,0.3085,0.5088,0,normal
2026-01-01 01:20:00,1,1.3333333333333333,73.1762,0.484,55.0651,0.8572,34.7449,-0.2128,3.4538,0.6166,97.6756,0.7402,0.0815,-0.8586,0.9002,0.4837,0.3085,0.5093,0,normal
2026-01-01 01:21:00,1,1.35,73.1924,0.4899,55.082,0.8622,34.7464,-0.2067,3.4564,0.6222,97.6762,0.7457,0.0816,-0.8539,0.9005,0.4895,0.3085,0.5102,0,normal
2026-01-01 01:22:00,1,1.3666666666666667,73.2078,0.4956,55.0998,0.8672,34.7479,-0.2005,3.4588,0.6277,97.6769,0.7512,0.0817,-0.8491,0.9007,0.4953,0.3085,0.5115,0,normal
2026-01-01 01:23:00,1,1.3833333333333333,73.222,0.5014,55.1189,0.8721,34.7494,-0.1944,3.4608,0.6332,97.6776,0.7567,0.0818,-0.8442,0.901,0.5011,0.3085,0.5131,0,normal
2026-01-01 01:24:00,1,1.4,73.2351,0.5071,55.1387,0.877,34.7509,-0.1883,3.4629,0.6386,97.6782,0.7622,0.0819,-0.8393,0.9012,0.5069,0.3085,0.5147,0,normal
2026-01-01 01:25:00,1,1.4166666666666667,73.2479,0.5128,55.1576,0.8819,34.7524,-0.1822,3.465,0.6441,97.6787,0.7677,0.082,-0.8344,0.9015,0.5127,0.3085,0.5164,0,normal
2026-01-01 01:26:00,1,1.4333333333333333,73.2601,0.5185,55.1745,0.8867,34.754,-0.1761,3.4672,0.6495,97.6793,0.7732,0.0821,-0.8294,0.9017,0.5184,0.3085,0.5181,0,normal
2026-01-01 01:27:00,1,1.45,73.2722,0.5242,55.19,0.8914,34.7555,-0.17,3.4695,0.6548,97.6799,0.7787,0.0823,-0.8243,0.902,0.5241,0.3085,0.5197,0,normal
2026-01-01 01:28:00,1,1.4666666666666666,73.2846,0.5298,55.2056,0.8962,34.757,-0.164,3.4719,0.6601,97.6804,0.7841,0.0824,-0.8192,0.9022,0.5298,0.3085,0.5213,0,normal
2026-01-01 01:29:00,1,1.4833333333333334,73.2974,0.5353,55.2215,0.9009,34.7586,-0.1579,3.4742,0.6653,97.681,0.7893,0.0825,-0.814,0.9025,0.5354,0.3085,0.5229,0,normal
2026-01-01 01:30:00,1,1.5,73.3114,0.5408,55.2366,0.9056,34.7601,-0.1518,3.4763,0.6705,97.6815,0.7944,0.0826,-0.8088,0.9027,0.541,0.3085,0.5245,0,normal
2026-01-01 01:31:00,1,1.5166666666666666,73.3266,0.5462,55.2514,0.9103,34.7615,-0.1458,3.4784,0.6757,97.682,0.7994,0.0827,-0.8035,0.9029,0.5466,0.3085,0.526,0,normal
2026-01-01 01:32:00,1,1.5333333333333334,73.342,0.5517,55.2676,0.9149,34.7629,-0.1397,3.4805,0.681,97.6826,0.8043,0.0829,-0.7982,0.9032,0.5522,0.3085,0.5276,0,normal
2026-01-01 01:33:00,1,1.55,73.3566,0.5573,55.284,0.9195,34.7644,-0.1336,3.4828,0.6863,97.6831,0.8093,0.0829,-0.7928,0.9034,0.5578,0.3085,0.5292,0,normal
2026-01-01 01:34:00,1,1.5666666666666667,73.3706,0.5629,55.2996,0.9242,34.7659,-0.1275,3.485,0.6916,97.6837,0.8142,0.083,-0.7874,0.9036,0.5634,0.3085,0.5307,0,normal
2026-01-01 01:35:00,1,1.5833333333333333,73.3837,0.5686,55.3158,0.9289,34.7674,-0.1214,3.4874,0.6969,97.6841,0.8192,0.0832,-0.7821,0.9038,0.5689,0.3085,0.5323,0,normal
2026-01-01 01:36:00,1,1.6,73.3965,0.5743,55.3328,0.9335,34.7689,-0.1153,3.4896,0.7022,97.6846,0.8241,0.0833,-0.7768,0.9041,0.5745,0.3086,0.5338,0,normal
2026-01-01 01:37:00,1,1.6166666666666667,73.4103,0.58,55.3493,0.938,34.7704,-0.1092,3.4918,0.7076,97.685,0.829,0.0834,-0.7715,0.9043,0.5801,0.3086,0.5354,0,normal
2026-01-01 01:38:00,1,1.6333333333333333,73.4249,0.5857,55.3665,0.9424,34.7719,-0.1031,3.4941,0.7128,97.6855,0.8338,0.0835,-0.7663,0.9046,0.5858,0.3086,0.5369,0,normal
2026-01-01 01:39:00,1,1.65,73.4399,0.5913,55.3851,0.9469,34.7735,-0.097,3.4966,0.7181,97.686,0.8386,0.0836,-0.7611,0.9048,0.5914,0.3086,0.5384,0,normal
2026-01-01 01:40:00,1,1.6666666666666667,73.4547,0.597,55.4038,0.9514,34.775,-0.0909,3.4988,0.7234,97.6866,0.8433,0.0837,-0.7558,0.905,0.5969,0.3086,0.5399,0,normal
2026-01-01 01:41:00,1,1.6833333333333333,73.4692,0.6026,55.4218,0.9559,34.7766,-0.0847,3.501,0.7286,97.6872,0.848,0.0838,-0.7505,0.9053,0.6025,0.3086,0.5414,0,normal
2026-01-01 01:42:00,1,1.7,73.483,0.6081,55.4373,0.9603,34.7781,-0.0785,3.5033,0.7338,97.6878,0.8527,0.084,-0.7452,0.9055,0.6082,0.3086,0.5429,0,normal
2026-01-01 01:43:00,1,1.7166666666666666,73.4959,0.6136,55.45,0.9647,34.7797,-0.0723,3.5057,0.739,97.6883,0.8574,0.0841,-0.7398,0.9058,0.6138,0.3086,0.5444,0,normal
2026-01-01 01:44:00,1,1.7333333333333334,73.5084,0.6192,55.461,0.9691,34.7812,-0.0661,3.5079,0.7442,97.6887,0.8622,0.0842,-0.7346,0.906,0.6195,0.3086,0.5459,0,normal
2026-01-01 01:45:00,1,1.75,73.5219,0.6247,55.4735,0.9735,34.7827,-0.0599,3.51,0.7494,97.6892,0.8669,0.0843,-0.7294,0.9063,0.6252,0.3086,0.5474,0,normal
2026-01-01 01:46:00,1,1.7666666666666666,73.5366,0.6303,55.4886,0.9778,34.7842,-0.0538,3.512,0.7546,97.6896,0.8716,0.0844,-0.7242,0.9065,0.6308,0.3086,0.5488,0,normal
2026-01-01 01:47:00,1,1.7833333333333334,73.5513,0.6359,55.505,0.9821,34.7857,-0.0476,3.5139,0.7599,97.6901,0.8763,0.0845,-0.719,0.9067,0.6364,0.3086,0.5503,0,normal
2026-01-01 01:48:00,1,1.8,73.5646,0.6415,55.521,0.9864,34.7873,-0.0415,3.5159,0.7651,97.6906,0.8809,0.0846,-0.7138,0.907,0.642,0.3086,0.5517,0,normal
2026-01-01 01:49:00,1,1.8166666666666667,73.5764,0.647,55.5363,0.9907,34.7889,-0.0353,3.5181,0.7703,97.6911,0.8855,0.0848,-0.7085,0.9072,0.6475,0.3086,0.5532,0,normal
2026-01-01 01:50:00,1,1.8333333333333333,73.5884,0.6525,55.5508,0.995,34.7904,-0.0292,3.5204,0.7756,97.6917,0.89,0.0849,-0.7033,0.9074,0.653,0.3086,0.5546,0,normal
2026-01-01 01:51:00,1,1.85,73.6019,0.658,55.5653,0.9993,34.7919,-0.023,3.5227,0.7808,97.6921,0.8946,0.0849,-0.698,0.9077,0.6585,0.3086,0.5561,0,normal
2026-01-01 01:52:00,1,1.8666666666666667,73.6168,0.6635,55.5807,1.0036,34.7934,-0.0169,3.5251,0.786,97.6925,0.8993,0.085,-0.6928,0.9079,0.664,0.3086,0.5575,0,normal
2026-01-01 01:53:00,1,1.8833333333333333,73.6324,0.669,55.597,1.0079,34.7948,-0.0107,3.5275,0.7912,97.693,0.904,0.0851,-0.6876,0.9081,0.6695,0.3086,0.559,0,normal
2026-01-01 01:54:00,1,1.9,73.6473,0.6746,55.6136,1.0122,34.7963,-0.0045,3.5299,0.7965,97.6934,0.9088,0.0853,-0.6824,0.9083,0.675,0.3086,0.5606,0,normal
2026-01-01 01:55:00,1,1.9166666666666667,73.6608,0.6802,55.6306,1.0164,34.7978,0.0017,3.5322,0.8018,97.694,0.9135,0.0854,-0.6772,0.9086,0.6806,0.3086,0.5623,0,normal
2026-01-01 01:56:00,1,1.9333333333333333,73.6735,0.6858,55.648,1.0205,34.7993,0.0078,3.5344,0.8072,97.6945,0.9181,0.0855,-0.6719,0.9088,0.686,0.3086,0.564,0,normal
2026-01-01 01:57:00,1,1.95,73.6865,0.6914,55.6645,1.0246,34.8009,0.014,3.5366,0.8125,97.695,0.9227,0.0856,-0.6666,0.909,0.6915,0.3086,0.5659,0,normal
2026-01-01 01:58:00,1,1.9666666666666666,73.6999,0.697,55.679,1.0288,34.8025,0.0201,3.5387,0.8178,97.6956,0.9272,0.0857,-0.6612,0.9093,0.6969,0.3086,0.5678,0,normal
2026-01-01 01:59:00,1,1.9833333333333334,73.7135,0.7025,55.6915,1.033,34.8041,0.0263,3.541,0.8231,97.6961,0.9317,0.0858,-0.6558,0.9095,0.7023,0.3086,0.5698,0,normal
2026-01-01 02:00:00,1,2.0,73.728,0.7079,55.7032,1.0372,34.8057,0.0325,3.5434,0.8283,97.6967,0.9362,0.0859,-0.6504,0.9098,0.7078,0.3085,0.5717,0,normal
2026-01-01 02:01:00,1,2.0166666666666666,73.743,0.7132,55.7149,1.0413,34.8072,0.0387,3.5457,0.8335,97.6972,0.9409,0.0861,-0.6449,0.91,0.7132,0.3085,0.5736,0,normal
2026-01-01 02:02:00,1,2.033333333333333,73.758,0.7185,55.7272,1.0455,34.8087,0.0449,3.548,0.8385,97.6976,0.9455,0.0862,-0.6394,0.9103,0.7187,0.3085,0.5755,0,normal
2026-01-01 02:03:00,1,2.05,73.7723,0.7236,55.7403,1.0496,34.8101,0.0512,3.55,0.8434,97.698,0.9501,0.0863,-0.6339,0.9105,0.7242,0.3085,0.5774,0,normal
2026-01-01 02:04:00,1,2.066666666666667,73.785,0.7288,55.7547,1.0536,34.8117,0.0574,3.5519,0.8483,97.6983,0.9546,0.0864,-0.6284,0.9107,0.7297,0.3085,0.5793,0,normal
2026-01-01 02:05:00,1,2.0833333333333335,73.7959,0.7339,55.7707,1.0576,34.8132,0.0636,3.5541,0.853,97.6988,0.9591,0.0866,-0.6229,0.9109,0.7351,0.3085,0.5811,0,normal
2026-01-01 02:06:00,1,2.1,73.8062,0.739,55.787,1.0616,34.8148,0.0698,3.5563,0.8578,97.6993,0.9635,0.0867,-0.6174,0.9111,0.7405,0.3086,0.583,0,normal
